         3368320 function calls (3357377 primitive calls) in 86.553 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 defchararray.py:1668(chararray)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:14(_NumCharTable)
        1    0.000    0.000    0.000    0.000 defmatrix.py:206(matrix)
        1    0.000    0.000    0.000    0.000 dialog.py:12(Dialog)
        1    0.000    0.000    0.000    0.000 dialog.py:3(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:1652(HtmlDiff)
        1    0.000    0.000    0.003    0.003 difflib.py:27(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:43(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 difflib.py:751(Differ)
        1    0.000    0.000    0.006    0.006 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dis.py:159(Instruction)
        1    0.000    0.000    0.000    0.000 dis.py:401(Bytecode)
       88    0.001    0.000    0.008    0.000 docstring.py:103(dedent_interpd)
       75    0.000    0.000    0.000    0.000 docstring.py:110(copy_dedent)
       75    0.000    0.000    0.004    0.000 docstring.py:117(<lambda>)
        1    0.000    0.000    0.000    0.000 docstring.py:2(<module>)
        4    0.000    0.000    0.000    0.000 docstring.py:34(__init__)
       92    0.001    0.000    0.001    0.000 docstring.py:38(__call__)
       45    0.000    0.000    0.000    0.000 docstring.py:42(update)
        1    0.000    0.000    0.000    0.000 docstring.py:58(Appender)
        1    0.000    0.000    0.000    0.000 docstring.py:6(Substitution)
       51    0.000    0.000    0.000    0.000 docstring.py:77(__init__)
       51    0.000    0.000    0.000    0.000 docstring.py:81(__call__)
      164    0.001    0.000    0.010    0.000 docstring.py:86(dedent)
       76    0.000    0.000    0.000    0.000 docstring.py:91(copy)
       76    0.000    0.000    0.000    0.000 docstring.py:93(do_copy)
        1    0.000    0.000    0.001    0.001 dviread.py:20(<module>)
        1    0.000    0.000    0.000    0.000 dviread.py:39(Dvi)
        1    0.000    0.000    0.000    0.000 dviread.py:416(DviFont)
        1    0.000    0.000    0.000    0.000 dviread.py:497(Vf)
        1    0.000    0.000    0.000    0.000 dviread.py:603(Tfm)
        1    0.000    0.000    0.000    0.000 dviread.py:659(PsfontsMap)
        1    0.000    0.000    0.000    0.000 dviread.py:790(Encoding)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.002    0.002 enum.py:1(<module>)
       14    0.000    0.000    0.000    0.000 enum.py:132(<genexpr>)
       64    0.000    0.000    0.000    0.000 enum.py:16(_is_dunder)
        2    0.000    0.000    0.007    0.003 enum.py:196(__call__)
       57    0.000    0.000    0.000    0.000 enum.py:24(_is_sunder)
        7    0.000    0.000    0.000    0.000 enum.py:241(__getattr__)
        2    0.000    0.000    0.000    0.000 enum.py:266(__members__)
       32    0.000    0.000    0.000    0.000 enum.py:282(__setattr__)
        2    0.000    0.000    0.007    0.003 enum.py:295(_create_)
        1    0.000    0.000    0.000    0.000 enum.py:32(_make_class_unpicklable)
        5    0.000    0.000    0.000    0.000 enum.py:342(_get_mixins_)
        5    0.000    0.000    0.000    0.000 enum.py:387(_find_new_)
        1    0.000    0.000    0.000    0.000 enum.py:40(_EnumDict)
        1    0.000    0.000    0.000    0.000 enum.py:434(Enum)
        5    0.000    0.000    0.000    0.000 enum.py:47(__init__)
      453    0.000    0.000    0.000    0.000 enum.py:504(value)
       57    0.000    0.000    0.001    0.000 enum.py:51(__setitem__)
        1    0.000    0.000    0.000    0.000 enum.py:510(IntEnum)
       41    0.000    0.000    0.000    0.000 enum.py:8(_is_descriptor)
        1    0.000    0.000    0.000    0.000 enum.py:82(EnumMeta)
        5    0.000    0.000    0.000    0.000 enum.py:84(__prepare__)
        5    0.002    0.000    0.007    0.001 enum.py:88(__new__)
        5    0.000    0.000    0.000    0.000 enum.py:99(<dictcomp>)
        1    0.000    0.000    0.002    0.002 error.py:12(<module>)
        1    0.000    0.000    0.000    0.000 error.py:23(URLError)
        1    0.000    0.000    0.000    0.000 error.py:38(HTTPError)
        1    0.000    0.000    0.000    0.000 error.py:73(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 errors.py:101(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:104(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:11(DistutilsError)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:15(DistutilsModuleError)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:20(DistutilsClassError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:27(DistutilsGetoptError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:31(DistutilsArgError)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:36(DistutilsFileError)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:42(DistutilsOptionError)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.002    0.002 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:51(DistutilsSetupError)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:56(DistutilsPlatformError)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:62(DistutilsExecError)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:67(DistutilsInternalError)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:72(DistutilsTemplateError)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:75(DistutilsByteCompileError)
        1    0.000    0.000    0.000    0.000 errors.py:78(HeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:79(CCompilerError)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:82(PreprocessError)
        1    0.000    0.000    0.000    0.000 errors.py:84(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:85(CompileError)
        1    0.000    0.000    0.000    0.000 errors.py:87(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 errors.py:88(LibError)
        1    0.000    0.000    0.001    0.001 errors.py:9(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:90(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 errors.py:92(LinkError)
        1    0.000    0.000    0.000    0.000 errors.py:96(UnknownFileError)
        1    0.000    0.000    0.001    0.001 extras.py:10(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1419(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1431(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:1485(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1501(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:224(_fromnxfunction)
        9    0.000    0.000    0.001    0.000 extras.py:241(__init__)
        9    0.000    0.000    0.001    0.000 extras.py:245(getdoc)
        1    0.000    0.000    0.000    0.000 feedparser.py:126(FeedParser)
        1    0.000    0.000    0.065    0.065 feedparser.py:20(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:44(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 feedparser.py:512(BytesFeedParser)
        1    0.000    0.000    0.001    0.001 fftpack.py:32(<module>)
        6    0.000    0.000    0.001    0.000 figure.py:103(add)
        5    0.000    0.000    0.000    0.000 figure.py:1032(<listcomp>)
       42    0.000    0.000    0.001    0.000 figure.py:1051(get_axes)
        1    0.000    0.000    0.000    0.000 figure.py:1175(_set_artist_props)
       14    0.000    0.000    0.000    0.000 figure.py:1180(gca)
        1    0.000    0.000    0.161    0.161 figure.py:12(<module>)
        6    0.000    0.000    0.000    0.000 figure.py:1224(sca)
       33    0.000    0.000    0.000    0.000 figure.py:131(current_key_axes)
        1    0.000    0.000    0.000    0.000 figure.py:1318(add_axobserver)
       19    0.000    0.000    0.000    0.000 figure.py:144(__call__)
        1    0.000    0.000    0.000    0.000 figure.py:1457(subplots_adjust)
        6    0.000    0.000    0.000    0.000 figure.py:147(__contains__)
        1    0.000    0.000    0.000    0.000 figure.py:151(SubplotParams)
        1    0.000    0.000    0.000    0.000 figure.py:155(__init__)
        6    0.000    0.000    0.000    0.000 figure.py:185(update)
       36    0.000    0.000    0.000    0.000 figure.py:224(_update_this)
        1    0.000    0.000    0.001    0.001 figure.py:234(Figure)
        1    0.000    0.000    0.003    0.003 figure.py:257(__init__)
       64    0.000    0.000    0.002    0.000 figure.py:375(_get_axes)
      308    0.000    0.000    0.000    0.000 figure.py:380(_get_dpi)
        1    0.000    0.000    0.000    0.000 figure.py:383(_set_dpi)
        5    0.000    0.000    0.000    0.000 figure.py:389(get_tight_layout)
        1    0.000    0.000    0.000    0.000 figure.py:395(set_tight_layout)
        1    0.000    0.000    0.000    0.000 figure.py:51(AxesStack)
        2    0.000    0.000    0.000    0.000 figure.py:521(set_canvas)
        1    0.000    0.000    0.000    0.000 figure.py:623(set_size_inches)
        1    0.000    0.000    0.000    0.000 figure.py:66(__init__)
       70    0.001    0.000    0.002    0.000 figure.py:70(as_list)
        3    0.000    0.000    0.000    0.000 figure.py:733(delaxes)
        8    0.000    0.000    0.000    0.000 figure.py:739(_make_key)
       70    0.000    0.000    0.000    0.000 figure.py:74(<listcomp>)
        8    0.000    0.000    0.000    0.000 figure.py:742(fixitems)
        8    0.000    0.000    0.000    0.000 figure.py:752(fixlist)
       70    0.000    0.000    0.000    0.000 figure.py:76(<listcomp>)
        2    0.000    0.000    0.411    0.205 figure.py:763(add_axes)
       14    0.000    0.000    0.000    0.000 figure.py:78(get)
        4    0.000    0.000    0.758    0.189 figure.py:844(add_subplot)
        9    0.000    0.000    0.000    0.000 figure.py:88(_entry_from_axes)
        9    0.000    0.000    0.000    0.000 figure.py:89(<listcomp>)
        3    0.000    0.000    0.000    0.000 figure.py:92(remove)
        3    0.000    0.000    0.247    0.082 figure.py:921(clf)
        5    0.000    0.000    1.475    0.295 figure.py:954(draw)
        6    0.000    0.000    0.000    0.000 figure.py:96(bubble)
        1    0.000    0.000    0.005    0.005 filedialog.py:13(<module>)
        1    0.000    0.000    0.000    0.000 filedialog.py:225(LoadFileDialog)
        1    0.000    0.000    0.000    0.000 filedialog.py:239(SaveFileDialog)
        1    0.000    0.000    0.000    0.000 filedialog.py:26(FileDialog)
        1    0.000    0.000    0.000    0.000 filedialog.py:297(_Dialog)
        1    0.000    0.000    0.000    0.000 filedialog.py:325(Open)
        1    0.000    0.000    0.000    0.000 filedialog.py:344(SaveAs)
        1    0.000    0.000    0.000    0.000 filedialog.py:351(Directory)
        1    0.000    0.000    0.001    0.001 finance.py:5(<module>)
        1    0.000    0.000    0.000    0.000 financial.py:10(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
      708    0.003    0.000    0.005    0.000 font_manager.py:1023(get_default_size)
       66    0.001    0.000    0.002    0.000 font_manager.py:1046(score_family)
       66    0.001    0.000    0.001    0.000 font_manager.py:1066(<listcomp>)
       66    0.000    0.000    0.000    0.000 font_manager.py:1077(score_style)
       66    0.000    0.000    0.000    0.000 font_manager.py:1094(score_variant)
       66    0.002    0.000    0.002    0.000 font_manager.py:1105(score_stretch)
       66    0.001    0.000    0.001    0.000 font_manager.py:1123(score_weight)
       66    0.000    0.000    0.000    0.000 font_manager.py:1141(score_size)
        2    0.001    0.001    0.008    0.004 font_manager.py:1165(findfont)
        2    0.000    0.000    0.008    0.004 font_manager.py:1360(findfont)
        1    0.000    0.000    0.033    0.033 font_manager.py:21(<module>)
        1    0.000    0.000    0.000    0.000 font_manager.py:348(FontEntry)
        1    0.000    0.000    0.000    0.000 font_manager.py:591(FontProperties)
      704    0.013    0.000    0.074    0.000 font_manager.py:650(__init__)
      496    0.007    0.000    0.027    0.000 font_manager.py:696(__hash__)
        2    0.000    0.000    0.000    0.000 font_manager.py:706(__str__)
      564    0.001    0.000    0.001    0.000 font_manager.py:709(get_family)
      564    0.001    0.000    0.001    0.000 font_manager.py:727(get_style)
      564    0.001    0.000    0.001    0.000 font_manager.py:737(get_variant)
      564    0.001    0.000    0.001    0.000 font_manager.py:746(get_weight)
      564    0.001    0.000    0.001    0.000 font_manager.py:757(get_stretch)
       68    0.000    0.000    0.000    0.000 font_manager.py:767(get_size)
      728    0.014    0.000    0.020    0.000 font_manager.py:775(get_size_in_points)
      500    0.000    0.000    0.000    0.000 font_manager.py:784(get_file)
        2    0.000    0.000    0.000    0.000 font_manager.py:790(get_fontconfig_pattern)
      594    0.005    0.000    0.008    0.000 font_manager.py:804(set_family)
      594    0.003    0.000    0.004    0.000 font_manager.py:819(set_style)
